Q,B1,B2,B_even,B_odd,GST_even,GST_odd,mu_saddle,even_match_error,odd_match_error,decomposition_error,log_asymmetry,light_log_asymmetry
-0.325,0.8103896103896104,0.3601731601731602,0.5852813852813854,0.22510822510822515,0.5852813852813853,0.22510822510822515,0.7752987062055835,1.1102230246251565e-16,0.0,1.1102230246251565e-16,30.65177508805018,31.01194824822334
-0.32,0.7718157181571815,0.3382113821138211,0.5550135501355014,0.21680216802168023,0.5550135501355014,0.2168021680216802,0.7581737446840442,0.0,2.7755575615628914e-17,5.551115123125783e-17,29.980066318527086,30.326949787361773
-0.315,0.7354004311059525,0.31755927706847953,0.526479854087216,0.20892057701873654,0.5264798540872162,0.20892057701873656,0.741416144081269,2.220446049250313e-16,2.7755575615628914e-17,8.326672684688674e-17,29.322372840020776,29.656645763250754
-0.31,0.7009746588693957,0.2981156595191683,0.49954515919428205,0.20142949967511373,0.49954515919428194,0.2014294996751137,0.7250050877529991,1.1102230246251565e-16,2.7755575615628914e-17,8.326672684688674e-17,28.677916310639787,29.000203510119967
-0.30500000000000005,0.6683866857779904,0.2797897754419495,0.47408823060996996,0.19429845516802044,0.47408823060996996,0.19429845516802047,0.7089213594274084,0.0,2.7755575615628914e-17,2.7755575615628914e-17,28.045976848827504,28.356854377096337
-0.30000000000000004,0.6375000000000003,0.2625000000000002,0.45000000000000023,0.18750000000000006,0.4500000000000002,0.18750000000000006,0.6931471805599454,5.551115123125783e-17,0.0,0.0,27.42588722239782,27.725887222397816
-0.29500000000000004,0.6081914404049704,0.2461727258782023,0.42718208314158634,0.18100935726338402,0.42718208314158645,0.18100935726338402,0.677666067757962,1.1102230246251565e-16,0.0,5.551115123125783e-17,26.817027738697064,27.106642710318482
-0.29000000000000004,0.5803496081977096,0.23074141048824603,0.4055455093429778,0.1748040988547318,0.40554550934297784,0.1748040988547318,0.6624627073717994,5.551115123125783e-17,0.0,5.551115123125783e-17,26.218821736704406,26.498508294871975
-0.28500000000000003,0.5538735002221896,0.21614575618426912,0.3850096282032293,0.16886387201896022,0.38500962820322926,0.1688638720189602,0.6475228448273729,5.551115123125783e-17,2.7755575615628914e-17,8.326672684688674e-17,25.63073159786458,25.900913793094915
-0.28,0.5286713286713288,0.20233100233100243,0.36550116550116557,0.1631701631701632,0.3655011655011657,0.1631701631701632,0.632833186665638,1.1102230246251565e-16,0.0,5.551115123125783e-17,25.052255205553262,25.313327466625523
-0.275,0.5046594982078854,0.18924731182795695,0.34695340501792116,0.15770609318996415,0.34695340501792127,0.1577060931899642,0.6183813135744635,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,24.4829227938746,24.735252542978543
-0.27,0.4817617165443253,0.17684923771880295,0.32930547713156416,0.15245623941276118,0.32930547713156416,0.15245623941276118,0.6041556029622671,0.0,0.0,2.7755575615628914e-17,23.92229413543027,24.166224118490685
-0.265,0.45990821860659153,0.16509525796134056,0.3125017382839661,0.14740648032262552,0.31250173828396605,0.14740648032262552,0.5901451598411884,5.551115123125783e-17,0.0,8.326672684688674e-17,23.36995602513134,23.60580639364754
-0.26,0.4390350877192982,0.15394736842105264,0.29649122807017547,0.1425438596491228,0.2964912280701755,0.14254385964912283,0.5763397549691928,5.551115123125783e-17,2.7755575615628914e-17,5.551115123125783e-17,22.825520023329116,23.05359019876771
-0.255,0.41908365995404784,0.14337072577375323,0.2812271928639006,0.13785646709014732,0.2812271928639006,0.13785646709014734,0.5627297693521489,0.0,2.7755575615628914e-17,5.551115123125783e-17,22.288620426741723,22.50919077408596
-0.25,0.4,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.2666666666666667,0.13333333333333336,0.5493061443340549,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,21.758912440028865,21.972245773362197
-0.245,0.38173443874193974,0.12380576391630474,0.25277010132912225,0.1289643374128175,0.2527701013291222,0.12896433741281746,0.5360603366105666,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,21.236070524562155,21.442413464422664
-0.24000000000000002,0.36424116424116426,0.11476091476091477,0.23950103950103957,0.12474012474012477,0.23950103950103963,0.12474012474012477,0.5229842775913439,5.551115123125783e-17,0.0,8.326672684688674e-17,20.71978690406955,20.919371103653752
-0.23500000000000001,0.3474778590681556,0.1061737902708253,0.2268258246694905,0.12065203439866516,0.2268258246694905,0.12065203439866515,0.5100703366133073,0.0,1.3877787807814457e-17,6.938893903907228e-17,20.20977020949442,20.402813464532287
